consent,school year,GPA,gender,race,citizen,English,Greek,major_class,double_major,num_class,num_credithrs,hrs_academics,hrs_extracurr,grad_degree,exam_prep,exam_sleep,alcohol,ill_drugs,pres_drugs,demanding,pressure,anxiety,scholarship_recipient,conduct,traum_event,knowledge_A,knowledge_B,knowledge_C,knowledge_D,knowledge_E,knowledge_F,knowledge_G,Exams_A,Exams_B,Exams_C,Exams_D,Exams_E,Exams_F,Exams_G,Exams_H,Exams_I,Writing_A,Writing_B,Writing_C,Writing_D,Writing_E,Writing_F,Writing_G,Collaboration_A,Collaboration_B,Collaboration_C,Collaboration_D,Other_A,Other_B,Other_C,Other_D,Other_E,Other_F,Other_G,Other_H,Other_I,Other_J,Other_K,Other_L,Other_M,Other_N,Other_O,why_A,why_B,why_C,why_D,why_E,why_F,why_G,why_H,why_I,why_J,why_K,why_never_A,why_never_B,why_never_C,why_never_D,why_never_E,why_never_F,aware_A,aware_B,aware_C,aware_D,aware_E,aware_F,aware_G,aware_H,aware_I,aware_J,aware_K,aware_L,aware_M,aware_N,aware_O,understanding,witness_A,witness_B,witness_C,witness_D,witness_E,witness_F,witness_G,witness_H,anticipate_exam,anticipate_writing,anticipate_collaboration,anticipate_other,hs,hs_exam,hs_writing,hs_collaboration,hs_other,hs_action,age_misconduct,aware_sanction,HC_comm
yes,Freshman,3.38,Female,Asian,Yes,Yes,No,Social Sciences,Yes,4,15,10,2,other,>1week,7,0,No,Never,5,7,8,no,No,Yes,checked,checked,checked,unchecked,checked,checked,unchecked,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,1 time,2-4 times,2-4 times,2-4 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,checked,checked,checked,checked,unchecked,unchecked,checked,unchecked,checked,unchecked,unchecked,checked,unchecked,unchecked,unchecked,unchecked,unchecked,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,No,No,"Yes, silent",No,No,No,No,No,No,No,No,No,Public,0 times,1 time,0 times,0 times,Yes,10,Yes,Yes
yes,Sophomore,2.9,Female,White/Caucasian,Yes,Yes,No,Natural Sciences,No,4,14,12,4,pre-med,>1week,5,0,No,Never,7,8,9,no,No,No,unchecked,checked,checked,unchecked,unchecked,unchecked,unchecked,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,1 time,0 times,0 times,0 times,0 times,0 times,0 times,0 times,1 time,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,unchecked,checked,unchecked,unchecked,checked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,checked,unchecked,unchecked,unchecked,unchecked,unchecked,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,"Yes, silent",No,"Yes, silent",No,No,"Yes, silent","Yes, silent",No,No,No,Maybe,Maybe,Private,0 times,0 times,>4 times,1 time,Somewhat,9,Yes,Somewhat
yes,Freshman,3.75,Female,White/Caucasian,Yes,Yes,No,Natural Sciences,Yes,5,19,15,12,pre-med,>1week,7,0,No,Never,6,7,9,no,No,No,checked,checked,checked,unchecked,unchecked,unchecked,unchecked,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,2-4 times,2-4 times,1 time,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,checked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,checked,checked,unchecked,unchecked,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9,,,,,,,,,,,,,,,,,,,,,
yes,Sophomore,3.4,Male,Asian,Yes,Yes,No,Social Sciences,Yes,5,18,10,20,other,2-3day,8,3,No,Rarely,7,8,5,no,No,No,checked,checked,checked,unchecked,unchecked,unchecked,unchecked,>4 times,>4 times,0 times,0 times,0 times,1 time,1 time,0 times,0 times,1 time,2-4 times,1 time,0 times,0 times,0 times,1 time,0 times,2-4 times,0 times,0 times,1 time,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,2-4 times,0 times,0 times,0 times,1 time,checked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,checked,unchecked,unchecked,unchecked,unchecked,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,6,No,No,No,No,No,"Yes, silent","Yes, silent",No,No,Maybe,Maybe,No,Private,0 times,1 time,0 times,0 times,Yes,17,Yes,Yes
yes,Freshman,3.5,Female,White/Caucasian,Yes,Yes,No,Natural Sciences,Yes,5,17,30,14,pre-med,>1week,8,8,"Yes, occasionally",Never,5,5,5,no,No,Yes,checked,unchecked,checked,unchecked,checked,checked,unchecked,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,1 time,1 time,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,checked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,checked,checked,unchecked,checked,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7,"Yes, silent","Yes, silent",No,No,No,No,No,No,No,No,No,No,Public,2-4 times,0 times,>4 times,0 times,No,15,Yes,Yes
yes,Sophomore,3.3,Male,Asian,Yes,Yes,No,Social Sciences,Yes,4,15,15,8,pre-med,>1week,6,4,No,Never,10,10,7,no,No,No,checked,checked,checked,checked,checked,checked,unchecked,2-4 times,2-4 times,0 times,0 times,0 times,2-4 times,2-4 times,0 times,0 times,>4 times,2-4 times,>4 times,>4 times,0 times,1 time,1 time,>4 times,>4 times,>4 times,1 time,2-4 times,0 times,1 time,0 times,0 times,0 times,0 times,2-4 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,unchecked,checked,checked,checked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,checked,checked,checked,unchecked,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7,"Yes, silent","Yes, silent","Yes, silent","Yes, silent","Yes, silent","Yes, silent","Yes, silent","Yes, silent",Maybe,Maybe,Maybe,Maybe,Public,>4 times,>4 times,>4 times,>4 times,No,99,Yes,Somewhat
yes,Junior,3.8,Female,Asian,Yes,Yes,No,Natural Sciences,Yes,4,14,15,15,pre-med,2-3day,7,0,No,Never,10,10,5,yes,No,No,unchecked,unchecked,checked,unchecked,checked,unchecked,unchecked,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,1 time,0 times,0 times,1 time,1 time,1 time,1 time,1 time,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,unchecked,checked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,checked,checked,unchecked,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,5,"Yes, silent","Yes, silent",No,"Yes, silent",No,"Yes, silent","Yes, silent",No,No,No,No,No,Public,0 times,0 times,0 times,0 times,Yes,11,Yes,Yes
yes,Sophomore,3.2,Female,Asian,Yes,Yes,Yes,Social Sciences,Yes,5,17,16,10,other,2-3day,6,0,No,Never,8,10,7,no,No,Yes,unchecked,unchecked,checked,checked,checked,checked,unchecked,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,1 time,1 time,1 time,1 time,1 time,0 times,1 time,0 times,1 time,1 time,1 time,0 times,1 time,0 times,0 times,1 time,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,unchecked,checked,checked,unchecked,unchecked,unchecked,checked,unchecked,unchecked,unchecked,unchecked,checked,unchecked,unchecked,unchecked,unchecked,unchecked,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9,"Yes, silent","Yes, silent","Yes, silent","Yes, silent","Yes, silent","Yes, silent","Yes, silent","Yes, silent",No,No,No,No,Private,0 times,1 time,1 time,0 times,Somewhat,15,Yes,Yes
yes,Junior,3.37,Female,White/Caucasian,Yes,Yes,Yes,Social Sciences,Yes,5,16,21,14,pre-law,>1week,5,4,"Yes, occasionally",Never,7,9,10,yes,No,No,unchecked,checked,checked,checked,checked,unchecked,unchecked,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,checked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,checked,checked,checked,unchecked,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,8,"Yes, silent","Yes, silent",No,"Yes, report",No,No,No,No,No,No,No,No,Public,1 time,0 times,0 times,0 times,No,15,Yes,Somewhat
yes,Senior,3,Female,Asian,No,No,Yes,Social Sciences,No,4,17,5,10,none,2-3day,8,5,No,Never,7,9,8,no,No,Yes,checked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,1 time,1 time,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,1 time,0 times,1 time,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,unchecked,unchecked,unchecked,checked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,checked,unchecked,unchecked,unchecked,unchecked,unchecked,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,8,No,No,No,No,No,No,No,No,No,No,No,No,Private,0 times,0 times,0 times,0 times,Yes,99,Yes,Yes
yes,Senior,3.01,Male,White/Caucasian,Yes,Yes,No,Natural Sciences,No,4,15,10,1,pre-med,2-3day,8,0,No,Never,8,8,8,no,No,No,checked,unchecked,checked,unchecked,checked,unchecked,unchecked,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,checked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,checked,unchecked,unchecked,unchecked,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9,No,No,No,No,No,No,No,No,No,No,No,No,Public,0 times,0 times,0 times,0 times,Yes,99,Yes,Yes
yes,Freshman,2.7,Female,Other,Yes,No,No,Social Sciences,No,4,16,20,6,other,2-3day,6,0,No,Never,10,8,10,yes,No,No,unchecked,checked,checked,unchecked,unchecked,unchecked,unchecked,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,1 time,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,checked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,checked,checked,checked,unchecked,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,No,No,No,"Yes, silent","Yes, silent",No,No,No,No,No,No,No,Public,0 times,0 times,0 times,0 times,Yes,99,Yes,Yes
yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yes,Freshman,3.04,Male,Black/African American,Yes,Yes,No,Natural Sciences,No,4,16,25,15,pre-med,>1week,6,10,"Yes, regularly",Never,5,7,7,no,No,No,checked,checked,checked,checked,checked,checked,unchecked,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,1 time,0 times,0 times,0 times,2-4 times,2-4 times,2-4 times,0 times,0 times,0 times,1 time,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,unchecked,unchecked,checked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,checked,unchecked,checked,unchecked,unchecked,unchecked,unchecked,unchecked,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,8,No,No,No,No,No,No,No,No,No,No,No,No,Public,2-4 times,2-4 times,>4 times,2-4 times,Yes,15,Yes,Yes
yes,Freshman,3.56,Female,White/Caucasian,Yes,Yes,No,Natural Sciences,Yes,7,20,10,10,pre-med,>1week,8,4,No,Never,5,7,6,yes,No,No,unchecked,checked,unchecked,unchecked,checked,unchecked,unchecked,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,checked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,checked,unchecked,unchecked,unchecked,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9,No,No,No,No,No,No,No,No,No,No,No,No,Public,0 times,0 times,>4 times,0 times,No,11,Yes,Yes
yes,Sophomore,3.8,Male,Asian,No,No,No,Natural Sciences,No,4,14,10,4,other,>1week,8,0,No,Never,5,6,7,no,No,No,checked,checked,checked,unchecked,checked,unchecked,unchecked,0 times,1 time,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,1 time,0 times,0 times,0 times,0 times,0 times,checked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,checked,checked,checked,checked,unchecked,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6,No,No,No,No,No,No,No,No,No,No,No,No,Public,0 times,0 times,0 times,0 times,No,99,Yes,Somewhat
yes,Freshman,3.7,Female,Black/African American,Yes,Yes,No,Natural Sciences,No,4,16,10,20,other,>1week,8,0,No,Never,1,5,7,yes,No,No,unchecked,checked,checked,unchecked,checked,checked,unchecked,0 times,>4 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,2-4 times,2-4 times,>4 times,0 times,0 times,0 times,0 times,>4 times,>4 times,>4 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,unchecked,unchecked,unchecked,unchecked,unchecked,checked,unchecked,unchecked,checked,checked,unchecked,checked,unchecked,unchecked,unchecked,unchecked,unchecked,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9,"Yes, silent","Yes, silent",No,No,Yes,No,No,No,No,No,Maybe,No,Public,2-4 times,0 times,2-4 times,0 times,Yes,16,Yes,Yes
yes,Sophomore,3.2,Female,Other,Yes,Yes,No,Social Sciences,Yes,5,15,20,18,other,2-3day,7,2,No,Never,7,10,9,no,No,Yes,unchecked,checked,checked,checked,checked,unchecked,unchecked,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,checked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,checked,checked,checked,checked,checked,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7,No,No,No,No,No,No,No,No,No,No,No,No,Private,0 times,0 times,0 times,0 times,Yes,13,No,Yes
yes,Junior,3.73,Female,White/Caucasian,Yes,Yes,Yes,Humanities,No,5,16,12,25,pre-med,>1week,6,3,"Yes, occasionally",Never,7,9,6,no,No,Yes,checked,checked,checked,unchecked,checked,unchecked,unchecked,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,2-4 times,0 times,0 times,0 times,2-4 times,0 times,2-4 times,2-4 times,0 times,0 times,1 time,2-4 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,unchecked,unchecked,checked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,checked,unchecked,unchecked,unchecked,unchecked,unchecked,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,10,"Yes, silent","Yes, silent","Yes, silent","Yes, silent",No,"Yes, silent","Yes, silent",No,No,No,No,No,Public,0 times,2-4 times,2-4 times,2-4 times,No,8,Yes,Yes
yes,Freshman,3.64,Female,Asian,No,No,No,Social Sciences,Yes,6,17,24,24,other,>1week,5,0,No,Never,7,8,7,no,No,No,checked,checked,checked,checked,checked,checked,unchecked,1 time,2-4 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,1 time,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,checked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,checked,checked,unchecked,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7,"Yes, silent","Yes, silent","Yes, silent","Yes, silent","Yes, silent","Yes, silent","Yes, silent","Yes, silent",No,No,No,No,Public,0 times,0 times,0 times,0 times,Somewhat,4,Yes,Somewhat
yes,Freshman,3.86,Female,White/Caucasian,Yes,Yes,No,Natural Sciences,Yes,5,19,15,5,other,>1week,7,0,No,Never,5,9,8,no,No,No,checked,checked,checked,checked,checked,checked,unchecked,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,checked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,checked,unchecked,unchecked,unchecked,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9,No,No,No,No,No,No,No,No,No,No,No,No,Private,0 times,0 times,0 times,0 times,Yes,99,Yes,Yes
yes,Freshman,3.513,Female,Other,Yes,Yes,No,Social Sciences,Yes,5,17,10,15,pre-law,2-3day,9,5,"Yes, occasionally",Never,8,9,5,no,Yes,Yes,unchecked,checked,checked,unchecked,checked,unchecked,unchecked,1 time,1 time,0 times,1 time,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,2-4 times,2-4 times,2-4 times,2-4 times,0 times,0 times,0 times,0 times,1 time,0 times,1 time,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,unchecked,unchecked,checked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,checked,unchecked,unchecked,unchecked,unchecked,unchecked,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,5,"Yes, silent","Yes, silent",No,"Yes, silent","Yes, silent",No,No,No,Maybe,No,Yes,Maybe,Public,>4 times,0 times,>4 times,0 times,Somewhat,99,No,Somewhat
yes,Freshman,3,Male,White/Caucasian,Yes,Yes,No,Humanities,Yes,4,14,8,18,pre-med,1day,9,1,"Yes, occasionally",Never,6,7,7,no,No,Yes,unchecked,unchecked,checked,unchecked,unchecked,unchecked,unchecked,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,checked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,checked,checked,unchecked,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,8,No,No,No,No,No,No,No,No,No,No,No,No,Private,2-4 times,1 time,1 time,0 times,Somewhat,17,Yes,Yes
yes,Freshman,2.8,Male,White/Caucasian,Yes,Yes,No,Natural Sciences,No,5,15,20,10,pre-med,>1week,5,20,"Yes, occasionally",Rarely,10,10,10,no,No,Yes,unchecked,unchecked,checked,unchecked,checked,unchecked,unchecked,>4 times,>4 times,>4 times,0 times,0 times,>4 times,>4 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,>4 times,>4 times,>4 times,>4 times,0 times,0 times,>4 times,2-4 times,0 times,2-4 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,unchecked,checked,checked,checked,unchecked,checked,checked,checked,checked,unchecked,unchecked,checked,unchecked,unchecked,unchecked,unchecked,unchecked,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10,"Yes, silent","Yes, silent","Yes, silent","Yes, silent","Yes, silent","Yes, silent","Yes, silent","Yes, silent",Maybe,No,Yes,Maybe,Public,>4 times,0 times,>4 times,>4 times,No,8,Yes,Yes
yes,Freshman,3.8,Female,White/Caucasian,Yes,Yes,No,Humanities,No,4,14,13,15,other,2-3day,7,4,No,Never,5,9,7,yes,No,Yes,checked,checked,checked,checked,checked,checked,unchecked,2-4 times,1 time,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,1 time,1 time,0 times,0 times,2-4 times,0 times,>4 times,>4 times,>4 times,1 time,0 times,0 times,1 time,0 times,0 times,0 times,0 times,0 times,0 times,0 times,>4 times,0 times,0 times,0 times,0 times,unchecked,checked,checked,checked,unchecked,checked,checked,unchecked,checked,checked,unchecked,checked,unchecked,unchecked,unchecked,unchecked,unchecked,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9,"Yes, silent","Yes, silent","Yes, silent","Yes, silent","Yes, silent","Yes, silent","Yes, silent",No,No,No,No,No,Public,2-4 times,2-4 times,>4 times,>4 times,I don't know,12,Yes,Yes
yes,Senior,2.3,Male,White/Caucasian,Yes,Yes,No,Humanities,No,1,4,3,0,none,1day,9,0,No,Never,3,3,5,no,No,No,checked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,checked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,checked,unchecked,unchecked,unchecked,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10,No,No,No,No,No,No,No,No,No,No,No,No,Public,0 times,0 times,0 times,0 times,I don't know,99,Yes,Somewhat
yes,Freshman,3.8,Female,White/Caucasian,Yes,Yes,No,Humanities,No,4,16,14,2,none,>1week,9,3,No,Never,5,5,7,no,No,No,unchecked,checked,checked,unchecked,unchecked,unchecked,unchecked,1 time,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,>4 times,>4 times,>4 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,checked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,checked,unchecked,unchecked,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,8,No,No,No,No,No,No,No,No,No,No,No,No,Public,0 times,0 times,2-4 times,0 times,Yes,12,Yes,Yes
yes,Sophomore,3.97,Female,White/Caucasian,Yes,Yes,Yes,Natural Sciences,No,6,14,20,12,other,2-3day,8,4,No,Never,5,7,5,no,No,No,unchecked,checked,checked,unchecked,checked,checked,unchecked,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,1 time,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,checked,unchecked,unchecked,unchecked,unchecked,checked,checked,unchecked,unchecked,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9,No,No,No,No,No,No,No,No,No,No,No,No,Private,2-4 times,0 times,0 times,0 times,Yes,11,Yes,Yes
